Kadar Kafein,Tingkat Keasaman,Jenis Proses,Kualitas Kopi
71.6760503620249,4.505418825740149,Honey,Buruk
89.89910511221716,4.777715852801314,Honey,Buruk
101.78274001167985,5.987926039731267,Washed,Sedang
112.95835055926347,5.145614570099021,Natural,Baik
68.57136258845583,4.93429956409473,Honey,Buruk
72.7266602774093,4.953177192547368,Natural,Buruk
91.16054257378349,5.888206480370998,Washed,Baik
99.48898697141644,5.924611705247089,Washed,Sedang
100.61753482887407,5.484954926080997,Honey,Baik
95.09408775740263,5.928244920594161,Washed,Sedang
75.831033272589,4.99648239805965,Honey,Buruk
119.0021126953127,5.435730295093859,Honey,Baik
62.182890190925804,4.910930029645178,Honey,Buruk
103.58782737814906,5.356622393611498,Natural,Baik
108.24394426329576,5.6930513189003875,Washed,Sedang
71.22812387268361,4.685321073533445,Honey,Buruk
74.76348879238614,4.629122194149479,Honey,Buruk
62.73618309146071,4.747210152351291,Honey,Buruk
103.09980659295832,5.607910513748422,Washed,Buruk
90.67918035953785,5.8789230552321845,Washed,Sedang
120.16406642217636,5.380809807664359,Honey,Baik
109.19031664257336,5.69654886233338,Washed,Sedang
89.231844229985,4.9931053722398016,Honey,Buruk
80.94485142059236,4.76804818317206,Honey,Buruk
80.15184751538656,5.5804040257087495,Natural,Sedang
109.32946965146986,5.162591661013374,Natural,Baik
64.0911442676031,4.507272332833941,Honey,Buruk
64.1648151794823,4.820437372401607,Honey,Buruk
105.07940361536618,5.847987103046849,Washed,Buruk
62.213896942061965,4.776927142200661,Honey,Buruk
128.9689609922368,5.404198674058231,Natural,Baik
92.5880018728337,5.623865494750579,Washed,Sedang
104.22772674924288,5.40109849037702,Natural,Baik
116.40130838029839,5.092427227762763,Natural,Baik
64.28975046158507,4.880755315858736,Washed,Buruk
99.36416887721504,5.588555339703524,Washed,Sedang
105.45474901621301,5.091702254926717,Natural,Baik
110.23199053150776,5.056736760620295,Natural,Baik
122.82355145850693,5.280638598784748,Natural,Baik
118.2869300193969,5.251339511614431,Natural,Baik
124.51666600603647,5.277600405799731,Natural,Baik
104.3468461627367,5.244726380138782,Natural,Baik
71.8962834696381,4.811043350113937,Honey,Buruk
124.22320465492187,5.448045649961746,Natural,Baik
129.56951362331802,5.12102763575575,Natural,Baik
124.54044297767479,5.4303652916281715,Natural,Baik
66.70787515558358,4.981611269720306,Honey,Buruk
61.68909827045512,4.559408958134036,Honey,Buruk
82.81024303484277,5.683857901529716,Washed,Sedang
82.3813463779627,4.7916843825485795,Honey,Buruk
91.64509778619566,5.821644109221177,Natural,Sedang
88.59623756384853,5.795416630284505,Washed,Sedang
89.07907606857297,4.761548922085074,Honey,Buruk
127.24797657899961,5.119780945333487,Natural,Baik
86.90365229718036,4.7369808201314365,Honey,Buruk
64.02045685351922,4.51439133815667,Honey,Buruk
110.17089373146102,5.174604787306331,Natural,Baik
107.73824883145467,5.329992023017089,Natural,Baik
102.05213131411656,5.901740465192424,Washed,Sedang
129.08753883293676,5.387566411680558,Natural,Baik
88.86517645423626,4.687435289761852,Honey,Buruk
126.77676995469933,5.269671120957826,Honey,Baik
124.97327922401266,5.106169555339138,Natural,Baik
83.0233400413228,5.509110912825775,Washed,Sedang
99.05280952602931,5.522652004886022,Natural,Sedang
111.66031869068446,5.135674515886948,Natural,Baik
107.76339944800051,5.331261142176991,Natural,Baik
87.9818545006204,4.933031944750204,Honey,Buruk
127.8909295702772,5.404060189782209,Natural,Baik
82.83328882267786,5.841503386708179,Washed,Sedang
89.76199094477803,5.873245702559012,Washed,Sedang
105.5341001455057,5.6584610025781386,Washed,Sedang
63.525787403313146,4.824605151058032,Honey,Buruk
88.46103717713919,5.588719771889862,Washed,Sedang
97.10183510268095,5.548588246885385,Washed,Sedang
70.51762676419791,4.794958843427317,Honey,Buruk
102.70869310163225,5.417651247794619,Natural,Baik
101.22325424664292,5.295446471594121,Natural,Baik
103.59596102001048,5.168807585701814,Natural,Baik
64.41220442787113,4.963293812580747,Honey,Buruk
96.63062157534202,5.805860373117176,Washed,Sedang
103.8555858430611,5.635416125631037,Washed,Sedang
120.52699079536471,5.220076246869801,Natural,Baik
108.90859931267758,5.92650472773368,Washed,Sedang
107.12912631977198,5.36410817430593,Natural,Sedang
106.7613966553134,5.8155693129986314,Washed,Sedang
88.42317087322567,5.512157983215727,Washed,Sedang
108.54521483132403,5.018443473677267,Natural,Baik
118.22634555704315,5.085262061843646,Natural,Buruk
118.35558684167138,5.069746930326021,Natural,Baik
102.51844254922575,5.903417369633632,Washed,Sedang
84.84886142283841,5.94927709426354,Washed,Sedang
115.56371865230098,5.351509479447589,Natural,Baik
71.28778756592747,4.541750358349335,Washed,Buruk
121.20572031542852,5.364503584020493,Natural,Baik
101.95154778955839,5.474442768626667,Natural,Baik
108.20690724274873,5.78773708893794,Washed,Sedang
83.81181537955655,5.761121630027402,Washed,Sedang
75.6092310271138,4.88615919586782,Honey,Buruk
128.28729111737556,5.161601466010378,Washed,Baik
60.34060934302257,4.7343303209970635,Honey,Buruk
110.90888807137881,5.48589104136048,Natural,Baik
124.86212527455788,5.1783766633467945,Natural,Baik
108.83571691471742,5.952675320978032,Washed,Sedang
84.38703027390233,4.999858836643066,Honey,Buruk
83.3144074778231,4.779202124867902,Honey,Buruk
106.70016025452699,5.668997578425768,Washed,Sedang
109.13841307520111,5.048836057003192,Natural,Baik
93.7475867147455,5.772808394657967,Washed,Sedang
127.01254171489991,5.316550728636634,Natural,Baik
106.32119215783867,5.870384308877102,Honey,Sedang
85.14986114133413,4.734346579897485,Honey,Buruk
115.36279174897842,5.113247887598969,Natural,Sedang
77.50968335552616,4.538867318482493,Honey,Buruk
73.6697025835714,4.810066298900768,Honey,Buruk
97.30711653879078,5.746258846909432,Washed,Sedang
104.67801681978975,5.6800953207056315,Washed,Buruk
79.00202562950177,4.620072809389097,Honey,Sedang
90.22410620759054,5.965378662801783,Washed,Sedang
88.51821440812668,4.786718944061643,Honey,Buruk
108.69254358741304,5.080610643627002,Natural,Baik
91.9551420319212,5.8079250490261085,Washed,Sedang
85.8737340436789,5.534680650437583,Washed,Sedang
81.38007926065258,5.520364401159485,Natural,Sedang
101.0590063177311,5.897896334718051,Washed,Sedang
87.32781553481527,4.911268621461584,Honey,Buruk
123.13811040057837,5.037022325867045,Natural,Baik
88.83346676208757,5.692548864300963,Washed,Sedang
109.7151542600202,5.706308838455714,Washed,Sedang
71.76732135299197,4.718737461011864,Honey,Buruk
95.34027196582814,5.7507581473436,Washed,Sedang
87.95607103045177,5.621994821689542,Washed,Sedang
105.66381752033021,5.8518289296900114,Washed,Sedang
85.85728963394133,5.861226057630753,Natural,Sedang
86.29960807975036,4.701741433106198,Honey,Buruk
66.85928416510389,4.835850342202928,Honey,Buruk
93.16914262116909,5.539228190671133,Washed,Sedang
99.76080894856835,5.581467213540715,Washed,Sedang
80.79533931624866,5.7928877906367315,Natural,Sedang
104.6805592132731,5.077997260168101,Natural,Baik
103.84433910624945,5.7513185465525964,Washed,Sedang
93.96794054397381,5.771322317353788,Washed,Sedang
82.11706242201289,5.821209639103158,Washed,Sedang
108.21375753058743,5.976964288501294,Honey,Sedang
83.74737131177545,4.894809071397277,Honey,Buruk
77.82392146056405,4.690445428315511,Honey,Buruk
85.08478240058278,5.778400631229175,Washed,Sedang
101.54436253749968,5.139323232118306,Natural,Baik
101.35681866731615,5.1626651653816324,Natural,Baik
109.62340194915208,5.093259255199927,Honey,Baik
73.5163240593028,4.5645797075757475,Honey,Baik
101.36537664042608,5.6186245437484,Washed,Sedang
89.58003191468613,4.876689092629471,Honey,Buruk
92.2685883324281,5.586647160035423,Washed,Baik
81.12239304297671,4.606482080754455,Honey,Buruk
68.32143548943398,4.594060579861881,Honey,Buruk
84.38398701772508,4.973624288691929,Honey,Buruk
112.52233009446337,5.111053905235365,Natural,Baik
105.75238255529035,5.7144970136875095,Washed,Sedang
120.32693085526847,5.008293914463928,Natural,Baik
73.24591504120131,4.94385209137915,Natural,Buruk
84.69311128013258,5.625121449082298,Washed,Baik
113.68209952651108,5.392587980696507,Washed,Baik
123.16734307889972,5.0993578407670865,Natural,Baik
102.65477506155759,5.097991431209572,Natural,Baik
97.34840422988522,5.517971136898371,Washed,Sedang
87.12476083481245,4.67412773351165,Honey,Buruk
88.49399739875773,4.86285975419418,Honey,Sedang
94.74847625350498,5.736735885390283,Natural,Sedang
109.43067943228979,5.2542853455823515,Natural,Baik
102.79308303417697,5.448607878976663,Natural,Baik
68.79632315094193,4.664332272684958,Honey,Buruk
73.91095214819947,4.676676114013026,Honey,Buruk
109.92694074557947,5.031779175143011,Natural,Baik
128.10189966210203,5.068760472072997,Natural,Baik
88.51234452229676,4.945131891945458,Honey,Buruk
106.01216955740311,5.956620276278236,Washed,Sedang
128.18496824692568,5.4474136752138245,Natural,Baik
62.27589984325992,4.564439860955325,Honey,Buruk
91.26748857919831,5.546990969920435,Washed,Sedang
63.09371606507798,4.9512764533397835,Washed,Buruk
111.23620356542088,5.475357153204958,Natural,Baik
85.48942172032234,4.623674050871599,Honey,Buruk
78.54384721373688,4.67908135901642,Honey,Sedang
99.26094938462863,5.542069982497525,Washed,Sedang
89.61828387944834,4.575208445551764,Natural,Buruk
78.4024558780737,4.709121518145309,Honey,Buruk
85.19605609730046,5.716925824618986,Washed,Sedang
121.77867036610718,5.448555129976288,Natural,Baik
100.16566351370807,5.407730714227417,Natural,Baik
109.54010424915592,5.055025962263838,Natural,Baik
81.55045163505824,5.765677315784074,Washed,Sedang
61.294797358517286,4.9455715568490355,Honey,Buruk
69.60148803091835,4.9477616142481,Washed,Buruk
77.529429357693,4.950579005245494,Honey,Buruk
108.76433945605655,5.183180921646846,Natural,Baik
65.45640253197435,4.672833641661931,Honey,Buruk
83.06962245541531,4.972382864941214,Honey,Buruk
117.93699936433255,5.460937117511558,Washed,Baik
81.18726681469488,4.54067439032095,Honey,Buruk
118.03345035229626,5.354036288898023,Natural,Baik
80.46369849586603,5.964159281293862,Washed,Sedang
108.42803529062142,5.271348041579124,Natural,Baik
87.16145929257792,4.545643338393067,Honey,Buruk
108.64595841989582,5.868948458347885,Washed,Sedang
80.17555368231115,4.8761872647188405,Honey,Buruk
75.41968467479433,4.891826506370571,Honey,Buruk
103.94885536900325,5.824981965388883,Washed,Sedang
106.83805487625825,5.2135538943131285,Natural,Baik
104.28083466435541,5.905056697339591,Washed,Sedang
108.08464322482342,5.848014898337486,Washed,Sedang
73.77407268714784,4.990016287642739,Honey,Buruk
109.12726728878613,5.262378215816119,Natural,Baik
128.87341884826333,5.125891147912682,Washed,Baik
61.691264899527816,4.932361188127526,Honey,Buruk
100.20856391593573,5.2553736512887825,Washed,Baik
126.6163822772898,5.236107462580975,Washed,Baik
82.65411767020856,4.810154775676732,Honey,Buruk
80.76052230246373,5.981324207338963,Honey,Sedang
125.89310277626781,5.311649063413779,Natural,Baik
92.84552444951943,5.983327409521835,Natural,Sedang
75.6049050333598,4.92609075015927,Honey,Buruk
78.54654189948783,4.550561338061395,Honey,Buruk
95.48901044903586,5.661478236470623,Washed,Sedang
109.35133228268234,5.260034010588905,Natural,Baik
89.09743193443809,4.921059461567855,Honey,Buruk
99.7283867690103,5.784154301667736,Washed,Sedang
119.00589132282684,5.267887342037379,Natural,Baik
78.95511636509397,4.72422276098916,Honey,Buruk
61.72676280049933,4.774764441161868,Honey,Buruk
110.75397185632818,5.057934529762565,Natural,Baik
78.88195914405787,4.8478743444923085,Honey,Buruk
74.77854281978608,4.664375805143754,Honey,Buruk
71.29390100634149,4.905276665390916,Honey,Buruk
102.52613203374491,5.877271437042341,Washed,Sedang
117.77243706586128,5.0232252063599985,Natural,Baik
123.12901539863682,5.246897798182196,Natural,Baik
115.8895173506802,5.120926145450226,Natural,Baik
72.44458507012996,4.636703535965353,Honey,Sedang
63.33592446918454,4.7463125521454295,Honey,Buruk
63.40672776598887,4.8357865977964,Honey,Buruk
75.15757117343571,4.913228733053871,Honey,Buruk
99.80592130153194,5.6399669484729715,Washed,Baik
121.88818535014192,5.318778735677607,Natural,Baik
62.52320418344992,4.85048456572956,Honey,Buruk
80.91500749817148,5.5186740943746075,Washed,Sedang
83.54494482864969,5.848368582682076,Natural,Sedang
62.545131422555755,4.993319789250588,Honey,Buruk
69.28582848858983,4.906897509853474,Honey,Buruk
101.74250836504598,5.433088072887467,Natural,Baik
96.46201368099759,5.8459475988463465,Washed,Sedang
112.31148769106889,5.377775569271524,Natural,Baik
100.91047222985804,5.8512420419935545,Washed,Sedang
121.95981825434215,5.299329242098518,Natural,Baik
84.20252045709572,5.759164826181868,Washed,Sedang
83.04414628598096,5.831750884554028,Washed,Sedang
100.76257380232286,5.053945713496653,Natural,Baik
111.03349398157759,5.31615291529679,Natural,Baik
69.57940912771244,4.975030983525403,Natural,Buruk
102.23651931039312,5.493443468300258,Natural,Baik
127.74080854835688,5.43866967669049,Natural,Baik
127.22699421778279,5.124646114574437,Natural,Baik
73.6362319430332,4.813779040042032,Honey,Buruk
105.9902134647508,5.257117219206806,Natural,Baik
120.72813214307398,5.193367673150268,Natural,Baik
80.43180465889267,5.558036320253458,Washed,Sedang
63.84137516873317,4.575951346756147,Honey,Buruk
90.78473453659265,5.646795922132247,Washed,Sedang
85.87091126240236,4.974760311828821,Honey,Buruk
61.363391410243736,4.640481594796115,Honey,Buruk
106.86394496474867,5.038489954914397,Natural,Baik
100.94287557060203,5.31820520563189,Natural,Baik
91.23837843879414,5.8129299578571185,Washed,Sedang
104.43405447766807,5.6409273873867,Natural,Sedang
80.02673215563081,4.586159935600815,Honey,Buruk
82.13565945380687,5.659487815146881,Washed,Sedang
94.22521487261976,5.5489170803255,Washed,Sedang
124.11016230697344,5.093285029443018,Natural,Baik
115.68198488145983,5.213770509179275,Natural,Baik
60.36463424069449,4.984939413353819,Honey,Buruk
80.54193517661638,4.581308469672446,Honey,Buruk
101.03165563345655,5.454660201039391,Natural,Baik
96.47679994118361,5.857297961350032,Washed,Baik
76.55720516323457,4.780468985767693,Honey,Buruk
98.86828540339653,5.938736006763526,Honey,Sedang
61.356560103185686,4.513183487248626,Honey,Buruk
98.68671427457001,5.542673732496884,Washed,Sedang
98.45021680097508,5.995026925052132,Washed,Sedang
96.2190536483032,5.818714950749103,Washed,Sedang
126.61259272795351,5.389937772928812,Natural,Baik
119.35518371228349,5.087183214502495,Natural,Sedang
70.52745037656236,4.558533508213803,Honey,Buruk
107.44593170661346,5.685079350127722,Washed,Baik
65.76867056426012,4.52043430813324,Honey,Buruk
103.66114704534337,5.247588455055635,Natural,Baik
105.34625932908364,5.511635967867913,Washed,Sedang
114.91745517677157,5.150439154908385,Natural,Baik
99.55883778507801,5.61213465473028,Washed,Sedang
88.62153081776167,4.80308731722544,Honey,Buruk
98.1928717897877,5.504598525808315,Washed,Sedang
